"Market order: O00001, 09:30:01, BUY, 900"
"Market order: O00002, 09:30:05, SELL, 700"
"Cancel: O00329, 09:39:41, SELL, 600, $ 43.2"
"Add limit order: O03212, 11:02:22, SELL, 300, $ 44.8"
"Add limit order: O03213, 11:02:23, SELL, 200, $ 37.4"
"Add limit order: O03214, 11:02:26, SELL, 200, $ 42.75"
"Add limit order: O03215, 11:02:29, BUY, 100, $ 32.88"
"Market order: O03216, 11:02:30, BUY, 200"
"Add limit order: O03217, 11:02:31, SELL, 100, $ 38.3"
"Add limit order: O03218, 11:02:33, BUY, 800, $ 26.6"
"Market order: O03219, 11:02:34, BUY, 300"
"Add limit order: O03220, 11:02:35, SELL, 200, $ 40.29"
"Add limit order: O03221, 11:02:36, BUY, 100, $ 33.87"
"Market order: O03222, 11:02:37, BUY, 500"
"Add limit order: O03223, 11:02:38, BUY, 100, $ 32.54"
"Add limit order: O03224, 11:02:39, SELL, 100, $ 40.76"
"Add limit order: O03225, 11:02:40, SELL, 500, $ 42.05"
"Market order: O03226, 11:02:41, SELL, 400"
"Add limit order: O03227, 11:02:42, SELL, 200, $ 37.66"
"Add limit order: O03228, 11:02:43, BUY, 300, $ 29.84"
"Add limit order: O03229, 11:02:44, SELL, 100, $ 39.23"
"Cancel: O01101, 10:02:10, BUY, 400, $ 27.42"
"Add limit order: O03230, 11:02:46, SELL, 100, $ 44.62"
"Add limit order: O03231, 11:02:48, BUY, 100, $ 25.38"
"Add limit order: O03232, 11:02:50, BUY, 600, $ 26.65"
"Add limit order: O03233, 11:02:51, SELL, 600, $ 38.01"
"Add limit order: O03234, 11:02:54, BUY, 100, $ 28.07"
"Market order: O03235, 11:02:55, BUY, 100"
"Market order: O03236, 11:02:56, BUY, 400"
"Market order: O03237, 11:02:57, BUY, 300"
"Market order: O03238, 11:02:59, SELL, 400"
"Add limit order: O03239, 11:03:02, BUY, 500, $ 33.21"
"Add limit order: O03240, 11:03:03, BUY, 100, $ 31.54"
"Market order: O03241, 11:03:06, SELL, 200"
"Add limit order: O03242, 11:03:07, SELL, 700, $ 39.91"
"Add limit order: O03243, 11:03:10, SELL, 300, $ 37.61"
"Market order: O03244, 11:03:11, BUY, 300"
"Market order: O03245, 11:03:12, BUY, 300"
"Market order: O03246, 11:03:13, SELL, 300"
"Market order: O03247, 11:03:17, SELL, 500"
"Market order: O03248, 11:03:18, SELL, 300"
"Add limit order: O03249, 11:03:19, BUY, 100, $ 34.7"
"Market order: O03250, 11:03:21, SELL, 100"
"Market order: O03251, 11:03:22, SELL, 800"
"Add limit order: O03252, 11:03:23, BUY, 100, $ 32.74"
"Market order: O03253, 11:03:25, BUY, 200"
"Add limit order: O03254, 11:03:28, SELL, 300, $ 38.73"
"Market order: O03255, 11:03:29, BUY, 200"
"Market order: O03256, 11:03:30, BUY, 700"
"Market order: O03257, 11:03:31, SELL, 500"
"Market order: O03258, 11:03:32, SELL, 900"
"Add limit order: O03259, 11:03:33, SELL, 300, $ 41.4"
"Add limit order: O03260, 11:03:34, BUY, 200, $ 27.16"
"Market order: O03261, 11:03:37, SELL, 800"
"Market order: O03262, 11:03:38, BUY, 400"
"Market order: O03263, 11:03:43, SELL, 500"
"Add limit order: O03264, 11:03:44, BUY, 400, $ 30.53"
"Market order: O03265, 11:03:50, SELL, 400"
"Add limit order: O03266, 11:03:51, SELL, 800, $ 41.83"
"Market order: O03267, 11:03:52, SELL, 700"
"Add limit order: O03268, 11:03:53, SELL, 300, $ 44.42"
"Market order: O03269, 11:03:54, BUY, 100"
"Market order: O03270, 11:03:55, SELL, 200"
"Add limit order: O03271, 11:03:56, BUY, 800, $ 27.56"
"Market order: O03272, 11:03:57, SELL, 500"
"Add limit order: O03273, 11:03:58, SELL, 100, $ 42.83"
"Market order: O03274, 11:04:00, BUY, 300"
"Add limit order: O03275, 11:04:01, BUY, 200, $ 33.39"
"Market order: O03276, 11:04:02, BUY, 400"
"Add limit order: O03277, 11:04:03, BUY, 300, $ 25.31"
"Cancel: O03101, 10:59:04, SELL, 200, $ 43.86"
"Add limit order: O03278, 11:04:05, SELL, 100, $ 37.34"
"Add limit order: O03279, 11:04:06, SELL, 700, $ 38.0"
"Add limit order: O03280, 11:04:08, SELL, 300, $ 35.47"
"Add limit order: O03281, 11:04:10, BUY, 300, $ 34.84"
"Add limit order: O03282, 11:04:11, SELL, 400, $ 44.21"
"Market order: O03283, 11:04:13, BUY, 300"
"Add limit order: O03284, 11:04:15, SELL, 400, $ 37.45"
"Market order: O03285, 11:04:17, BUY, 300"
"Add limit order: O03286, 11:04:18, SELL, 500, $ 41.43"
"Market order: O03287, 11:04:20, SELL, 300"
"Market order: O03288, 11:04:22, BUY, 200"
"Add limit order: O03289, 11:04:23, BUY, 300, $ 33.76"
"Market order: O03290, 11:04:25, SELL, 400"
"Market order: O03291, 11:04:26, BUY, 400"
"Market order: O03292, 11:04:28, BUY, 400"
"Add limit order: O03293, 11:04:34, BUY, 700, $ 27.21"
"Market order: O03294, 11:04:35, SELL, 200"
"Market order: O03295, 11:04:36, SELL, 100"
"Add limit order: O03296, 11:04:37, SELL, 100, $ 42.82"
"Add limit order: O03297, 11:04:39, BUY, 300, $ 31.17"
"Add limit order: O03298, 11:04:41, SELL, 400, $ 39.13"
"Add limit order: O03299, 11:04:42, BUY, 400, $ 32.07"
"Add limit order: O03300, 11:04:44, BUY, 300, $ 27.0"
"Market order: O03301, 11:04:46, BUY, 300"
"Market order: O03302, 11:04:48, SELL, 400"
"Add limit order: O03303, 11:04:50, SELL, 400, $ 37.46"
"Market order: O03304, 11:04:51, SELL, 100"
"Market order: O03305, 11:04:52, SELL, 700"
"Market order: O03306, 11:04:53, BUY, 600"
"Market order: O03307, 11:04:56, BUY, 200"
"Add limit order: O03308, 11:04:58, BUY, 500, $ 25.12"
"Market order: O03309, 11:05:01, BUY, 100"
"Market order: O03310, 11:05:02, BUY, 500"
"Market order: O03311, 11:05:03, SELL, 100"
"Add limit order: O03312, 11:05:09, BUY, 800, $ 33.96"
"Add limit order: O03313, 11:05:10, SELL, 600, $ 38.88"
"Add limit order: O03314, 11:05:12, SELL, 200, $ 42.23"
"Market order: O03315, 11:05:16, BUY, 600"
"Market order: O03316, 11:05:18, BUY, 600"
"Cancel: O00782, 09:53:06, SELL, 600, $ 44.9"
"Add limit order: O03317, 11:05:21, BUY, 400, $ 31.07"
"Add limit order: O03318, 11:05:23, BUY, 500, $ 26.48"
"Market order: O03319, 11:05:26, SELL, 100"
"Add limit order: O03320, 11:05:27, SELL, 100, $ 36.69"
"Market order: O03321, 11:05:30, BUY, 900"
"Market order: O03322, 11:05:31, SELL, 200"
"Market order: O03323, 11:05:33, SELL, 100"
"Cancel: O00781, 09:53:04, BUY, 400, $ 27.59"
"Cancel: O00212, 09:36:08, BUY, 800, $ 25.02"
"Market order: O03324, 11:05:37, SELL, 300"
"Add limit order: O03325, 11:05:38, SELL, 600, $ 36.68"
"Add limit order: O03326, 11:05:39, BUY, 600, $ 33.17"
"Add limit order: O03327, 11:05:40, SELL, 300, $ 35.6"
"Cancel: O00943, 09:57:26, SELL, 200, $ 43.66"
"Market order: O03328, 11:05:42, BUY, 400"
"Market order: O03329, 11:05:43, BUY, 800"
"Market order: O03330, 11:05:44, BUY, 600"
"Add limit order: O03331, 11:05:45, BUY, 700, $ 33.05"
"Add limit order: O03332, 11:05:46, SELL, 700, $ 40.09"
"Market order: O03333, 11:05:47, SELL, 100"
"Market order: O03334, 11:05:48, BUY, 500"
"Add limit order: O03335, 11:05:49, SELL, 700, $ 42.41"
"Market order: O03336, 11:05:50, SELL, 300"
"Cancel: O00603, 09:47:50, SELL, 300, $ 44.65"
"Add limit order: O03337, 11:05:53, BUY, 300, $ 25.07"
"Add limit order: O03338, 11:05:54, SELL, 400, $ 38.26"
"Market order: O03339, 11:05:55, SELL, 400"
"Add limit order: O03340, 11:05:56, BUY, 400, $ 30.98"
"Cancel: O01737, 10:19:56, SELL, 700, $ 43.02"
"Add limit order: O03341, 11:06:00, SELL, 600, $ 38.37"
"Market order: O03342, 11:06:05, BUY, 700"
"Market order: O03343, 11:06:07, BUY, 200"
"Market order: O03344, 11:06:09, BUY, 100"
"Add limit order: O03345, 11:06:10, SELL, 300, $ 35.75"
"Add limit order: O03346, 11:06:11, SELL, 200, $ 35.52"
"Market order: O03347, 11:06:12, BUY, 100"
"Market order: O03348, 11:06:13, SELL, 100"
"Add limit order: O03349, 11:06:14, BUY, 300, $ 32.32"
"Add limit order: O03350, 11:06:15, SELL, 100, $ 39.03"
"Market order: O03351, 11:06:16, SELL, 800"
"Add limit order: O03352, 11:06:22, BUY, 100, $ 30.42"
"Add limit order: O03353, 11:06:23, SELL, 100, $ 39.46"
"Market order: O03354, 11:06:26, SELL, 500"
"Market order: O03355, 11:06:27, BUY, 200"
"Market order: O03356, 11:06:29, BUY, 300"
"Add limit order: O03357, 11:06:30, SELL, 400, $ 37.0"
"Market order: O03358, 11:06:31, BUY, 700"
"Add limit order: O03359, 11:06:32, SELL, 700, $ 40.43"
"Add limit order: O03360, 11:06:33, SELL, 600, $ 38.82"
"Add limit order: O03361, 11:06:37, SELL, 300, $ 35.45"
"Market order: O03362, 11:06:38, SELL, 300"
"Add limit order: O03363, 11:06:39, SELL, 100, $ 42.99"
"Add limit order: O03364, 11:06:40, SELL, 500, $ 38.14"
"Market order: O03365, 11:06:41, BUY, 500"
"Market order: O03366, 11:06:42, BUY, 100"
"Add limit order: O03367, 11:06:45, BUY, 500, $ 31.01"
"Market order: O03368, 11:06:46, SELL, 300"
"Market order: O03369, 11:06:47, BUY, 600"
"Add limit order: O03370, 11:06:48, BUY, 200, $ 29.35"
"Market order: O03371, 11:06:49, SELL, 500"
"Add limit order: O03372, 11:06:50, SELL, 100, $ 43.72"
"Market order: O03373, 11:06:51, BUY, 800"
"Add limit order: O03374, 11:06:53, BUY, 800, $ 25.72"
"Cancel: O00741, 09:51:58, SELL, 400, $ 44.67"
"Add limit order: O03375, 11:06:57, BUY, 200, $ 32.65"
"Add limit order: O03376, 11:07:00, SELL, 400, $ 40.55"
"Market order: O03377, 11:07:02, SELL, 500"
"Market order: O03378, 11:07:04, SELL, 900"
"Add limit order: O03379, 11:07:05, BUY, 100, $ 25.61"
"Market order: O03380, 11:07:06, SELL, 400"
"Add limit order: O03381, 11:07:07, SELL, 100, $ 39.83"
"Market order: O03382, 11:07:08, BUY, 700"
"Market order: O03383, 11:07:11, BUY, 200"
"Market order: O03384, 11:07:12, BUY, 700"
"Market order: O03385, 11:07:15, SELL, 200"
"Add limit order: O03386, 11:07:17, BUY, 300, $ 31.37"
"Add limit order: O03387, 11:07:18, BUY, 700, $ 33.84"
"Add limit order: O03388, 11:07:20, BUY, 600, $ 34.41"
"Market order: O03389, 11:07:21, SELL, 900"
"Market order: O03390, 11:07:22, BUY, 500"
"Add limit order: O03391, 11:07:23, BUY, 100, $ 29.49"
"Market order: O03392, 11:07:25, SELL, 300"
"Market order: O03393, 11:07:27, BUY, 900"
"Add limit order: O03394, 11:07:29, BUY, 400, $ 27.99"
"Add limit order: O03395, 11:07:30, SELL, 800, $ 35.31"
"Market order: O03396, 11:07:32, BUY, 400"
"Market order: O03397, 11:07:33, SELL, 300"
"Market order: O03398, 11:07:34, SELL, 300"
"Add limit order: O03399, 11:07:37, BUY, 900, $ 29.7"
"Add limit order: O03400, 11:07:38, BUY, 100, $ 28.47"
"Add limit order: O03401, 11:07:39, SELL, 200, $ 35.29"
"Market order: O03402, 11:07:40, SELL, 300"
"Market order: O03403, 11:07:43, BUY, 300"
"Market order: O03404, 11:07:44, BUY, 400"
"Market order: O03405, 11:07:46, BUY, 100"
"Add limit order: O03406, 11:07:47, BUY, 200, $ 34.9"
"Market order: O03407, 11:07:48, BUY, 300"
"Add limit order: O03408, 11:07:49, BUY, 400, $ 31.42"
"Add limit order: O03409, 11:07:52, BUY, 500, $ 32.07"
"Add limit order: O03410, 11:07:56, BUY, 800, $ 31.26"
"Add limit order: O03411, 11:07:57, BUY, 100, $ 28.78"
"Market order: O03412, 11:07:58, SELL, 800"
"Add limit order: O03413, 11:07:59, BUY, 700, $ 25.79"
"Market order: O03414, 11:08:00, BUY, 500"
"Cancel: O01217, 10:05:14, BUY, 500, $ 27.76"
"Add limit order: O03415, 11:08:05, SELL, 300, $ 42.95"
"Add limit order: O03416, 11:08:07, SELL, 200, $ 39.05"
"Market order: O03417, 11:08:08, BUY, 400"
"Add limit order: O03418, 11:08:09, SELL, 100, $ 42.2"
"Add limit order: O03419, 11:08:11, SELL, 600, $ 42.36"
"Market order: O03420, 11:08:12, BUY, 300"
"Market order: O03421, 11:08:13, SELL, 500"
"Add limit order: O03422, 11:08:16, BUY, 600, $ 30.94"
"Market order: O03423, 11:08:18, BUY, 100"
"Add limit order: O03424, 11:08:20, SELL, 100, $ 39.17"
"Cancel: O02518, 10:42:56, BUY, 900, $ 27.23"
"Add limit order: O03425, 11:08:23, SELL, 200, $ 41.31"
"Market order: O03426, 11:08:24, BUY, 100"
"Add limit order: O03427, 11:08:25, SELL, 300, $ 39.79"
"Market order: O03428, 11:08:26, SELL, 300"
"Add limit order: O03429, 11:08:28, BUY, 700, $ 28.03"
"Add limit order: O03430, 11:08:30, SELL, 900, $ 37.05"
"Add limit order: O03431, 11:08:31, SELL, 200, $ 43.32"
"Add limit order: O03432, 11:08:33, BUY, 100, $ 29.6"
"Add limit order: O03433, 11:08:34, SELL, 200, $ 37.37"
"Add limit order: O03434, 11:08:36, BUY, 600, $ 34.63"
"Cancel: O02167, 10:32:26, BUY, 300, $ 26.65"
"Market order: O03435, 11:08:38, SELL, 200"
"Market order: O03436, 11:08:39, BUY, 100"
"Market order: O03437, 11:08:43, SELL, 300"
"Market order: O03438, 11:08:44, SELL, 300"
"Market order: O03439, 11:08:47, SELL, 300"
"Market order: O03440, 11:08:49, SELL, 300"
"Add limit order: O03441, 11:08:52, BUY, 300, $ 30.17"
"Market order: O03442, 11:08:55, SELL, 200"
"Cancel: O01579, 10:15:30, BUY, 400, $ 26.19"
"Market order: O03443, 11:08:57, SELL, 700"
"Market order: O03444, 11:08:58, SELL, 100"
"Add limit order: O03445, 11:08:59, BUY, 200, $ 30.42"
"Market order: O03446, 11:09:01, SELL, 600"
"Add limit order: O03447, 11:09:02, SELL, 300, $ 40.8"
"Market order: O03448, 11:09:06, BUY, 500"
"Market order: O03449, 11:09:08, BUY, 300"
"Market order: O03450, 11:09:09, SELL, 100"
"Add limit order: O03451, 11:09:10, SELL, 200, $ 38.1"
"Cancel: O00841, 09:54:42, SELL, 600, $ 43.25"
"Add limit order: O03452, 11:09:13, SELL, 600, $ 42.24"
"Market order: O03453, 11:09:15, BUY, 400"
"Market order: O03454, 11:09:16, BUY, 100"
"Market order: O03455, 11:09:18, SELL, 200"
"Market order: O03456, 11:09:19, SELL, 400"
"Market order: O03457, 11:09:21, BUY, 300"
"Market order: O03458, 11:09:22, BUY, 100"
"Market order: O03459, 11:09:23, BUY, 300"
"Add limit order: O03460, 11:09:24, BUY, 200, $ 27.88"
"Market order: O03461, 11:09:25, SELL, 900"
"Cancel: O03073, 10:58:21, BUY, 400, $ 26.68"
"Market order: O03462, 11:09:28, SELL, 300"
"Market order: O03463, 11:09:29, SELL, 100"
"Market order: O03464, 11:09:31, BUY, 300"
"Market order: O03465, 11:09:33, SELL, 100"
"Market order: O03466, 11:09:38, SELL, 300"
"Market order: O03467, 11:09:39, SELL, 100"
"Add limit order: O03468, 11:09:40, SELL, 400, $ 38.98"
"Market order: O03469, 11:09:42, SELL, 400"
"Market order: O03470, 11:09:44, BUY, 500"
"Cancel: O00784, 09:53:08, BUY, 600, $ 27.25"
"Market order: O03471, 11:09:46, SELL, 100"
"Market order: O03472, 11:09:47, SELL, 400"
"Market order: O03473, 11:09:49, SELL, 600"
"Add limit order: O03474, 11:09:50, BUY, 500, $ 28.07"
"Market order: O03475, 11:09:51, SELL, 200"
"Add limit order: O03476, 11:09:52, SELL, 100, $ 41.64"
"Add limit order: O03477, 11:09:54, BUY, 400, $ 31.77"
"Add limit order: O03478, 11:09:55, BUY, 300, $ 32.63"
"Add limit order: O03479, 11:09:56, SELL, 400, $ 39.53"
"Market order: O03480, 11:09:57, SELL, 600"
"Add limit order: O03481, 11:09:58, BUY, 100, $ 26.34"
"Add limit order: O03482, 11:09:59, BUY, 400, $ 29.99"
"Market order: O03483, 11:10:01, SELL, 900"
"Add limit order: O03484, 11:10:02, BUY, 200, $ 34.43"
"Add limit order: O03485, 11:10:06, BUY, 300, $ 28.54"
"Add limit order: O03486, 11:10:07, BUY, 100, $ 25.96"
"Market order: O03487, 11:10:08, BUY, 200"
"Market order: O03488, 11:10:09, SELL, 700"
"Add limit order: O03489, 11:10:10, SELL, 700, $ 41.25"
"Add limit order: O03490, 11:10:11, BUY, 400, $ 26.28"
"Cancel: O02317, 10:36:47, SELL, 400, $ 43.8"
"Add limit order: O03491, 11:10:15, SELL, 300, $ 40.37"
"Add limit order: O03492, 11:10:16, SELL, 400, $ 41.35"
"Market order: O03493, 11:10:17, SELL, 900"
"Market order: O03494, 11:10:18, SELL, 300"
"Add limit order: O03495, 11:10:19, SELL, 300, $ 42.61"
"Cancel: O01109, 10:02:24, BUY, 500, $ 26.51"
"Add limit order: O03496, 11:10:23, SELL, 100, $ 38.39"
"Add limit order: O03497, 11:10:25, BUY, 600, $ 28.82"
"Market order: O03498, 11:10:27, SELL, 900"
"Market order: O03499, 11:10:28, SELL, 300"
"Market order: O03500, 11:10:29, BUY, 300"
"Market order: O03501, 11:10:31, SELL, 300"
"Add limit order: O03502, 11:10:32, SELL, 200, $ 40.13"
"Market order: O03503, 11:10:33, SELL, 100"
"Add limit order: O03504, 11:10:35, SELL, 300, $ 39.56"
"Add limit order: O03505, 11:10:36, SELL, 900, $ 38.39"
"Add limit order: O03506, 11:10:39, BUY, 400, $ 31.39"
"Add limit order: O03507, 11:10:41, SELL, 200, $ 37.48"
"Market order: O03508, 11:10:43, SELL, 600"
"Add limit order: O03509, 11:10:45, SELL, 800, $ 42.7"
"Market order: O03510, 11:10:47, BUY, 800"
"Cancel: O01178, 10:04:21, SELL, 700, $ 44.5"
"Add limit order: O03511, 11:10:51, SELL, 800, $ 43.78"
"Add limit order: O03512, 11:10:57, SELL, 200, $ 35.44"
"Cancel: O00094, 09:32:52, SELL, 700, $ 44.78"
"Cancel: O00800, 09:53:38, BUY, 600, $ 25.6"
"Market order: O03513, 11:11:01, BUY, 400"
"Add limit order: O03514, 11:11:02, BUY, 500, $ 32.79"
"Market order: O03515, 11:11:03, SELL, 200"
"Add limit order: O03516, 11:11:04, BUY, 400, $ 26.64"
"Market order: O03517, 11:11:07, SELL, 100"
"Market order: O03518, 11:11:08, SELL, 300"
"Market order: O03519, 11:11:09, BUY, 100"
"Market order: O03520, 11:11:10, BUY, 200"
"Market order: O03521, 11:11:11, BUY, 200"
"Add limit order: O03522, 11:11:12, BUY, 400, $ 34.62"
"Add limit order: O03523, 11:11:14, SELL, 200, $ 37.98"
"Add limit order: O03524, 11:11:15, SELL, 200, $ 37.34"
"Cancel: O02571, 10:44:22, SELL, 200, $ 43.82"
"Market order: O03525, 11:11:17, SELL, 200"
"Add limit order: O03526, 11:11:18, BUY, 300, $ 33.17"
"Add limit order: O03527, 11:11:19, BUY, 500, $ 27.04"
"Market order: O03528, 11:11:20, BUY, 700"
"Market order: O03529, 11:11:22, BUY, 500"
"Add limit order: O03530, 11:11:23, SELL, 100, $ 40.92"
"Add limit order: O03531, 11:11:25, SELL, 200, $ 40.05"
"Market order: O03532, 11:11:26, BUY, 500"
"Add limit order: O03533, 11:11:27, SELL, 100, $ 40.3"
"Add limit order: O03534, 11:11:28, SELL, 500, $ 36.76"
"Add limit order: O03535, 11:11:29, SELL, 400, $ 42.52"
"Market order: O03536, 11:11:30, BUY, 500"
"Add limit order: O03537, 11:11:31, BUY, 200, $ 34.11"
"Market order: O03538, 11:11:32, BUY, 400"
"Market order: O03539, 11:11:33, SELL, 300"
"Add limit order: O03540, 11:11:34, SELL, 400, $ 42.57"
"Add limit order: O03541, 11:11:35, SELL, 500, $ 38.17"
"Add limit order: O03542, 11:11:37, BUY, 300, $ 28.97"
"Cancel: O02530, 10:43:15, BUY, 500, $ 27.09"
"Market order: O03543, 11:11:44, SELL, 900"
"Cancel: O01778, 10:21:07, SELL, 500, $ 43.95"
"Market order: O03544, 11:11:50, BUY, 100"
"Market order: O03545, 11:11:51, SELL, 600"
"Market order: O03546, 11:11:53, SELL, 300"
"Market order: O03547, 11:11:54, BUY, 400"
"Add limit order: O03548, 11:11:56, SELL, 300, $ 36.75"
"Add limit order: O03549, 11:11:57, BUY, 200, $ 25.09"
"Add limit order: O03550, 11:11:58, SELL, 100, $ 41.96"
"Add limit order: O03551, 11:11:59, BUY, 600, $ 33.26"
"Cancel: O01345, 10:08:59, BUY, 200, $ 27.16"
"Market order: O03552, 11:12:04, SELL, 100"
"Add limit order: O03553, 11:12:08, SELL, 100, $ 39.04"
"Add limit order: O03554, 11:12:11, SELL, 900, $ 38.62"
"Market order: O03555, 11:12:13, BUY, 500"
"Add limit order: O03556, 11:12:17, BUY, 400, $ 25.56"
"Market order: O03557, 11:12:18, SELL, 200"
"Add limit order: O03558, 11:12:19, BUY, 400, $ 34.63"
"Cancel: O03178, 11:01:15, BUY, 100, $ 27.13"
"Add limit order: O03559, 11:12:24, SELL, 100, $ 40.17"
"Add limit order: O03560, 11:12:26, BUY, 600, $ 28.54"
"Add limit order: O03561, 11:12:27, BUY, 400, $ 26.04"
"Add limit order: O03562, 11:12:29, SELL, 400, $ 41.83"
"Add limit order: O03563, 11:12:30, SELL, 200, $ 41.83"
"Add limit order: O03564, 11:12:33, SELL, 300, $ 37.77"
"Add limit order: O03565, 11:12:35, BUY, 100, $ 33.28"
"Add limit order: O03566, 11:12:36, BUY, 400, $ 32.89"
"Market order: O03567, 11:12:39, BUY, 500"
"Add limit order: O03568, 11:12:43, BUY, 500, $ 34.39"
"Market order: O03569, 11:12:44, BUY, 500"
"Market order: O03570, 11:12:46, SELL, 300"
"Market order: O03571, 11:12:49, SELL, 700"
"Add limit order: O03572, 11:12:52, SELL, 400, $ 44.82"
"Add limit order: O03573, 11:12:55, BUY, 500, $ 33.33"
"Market order: O03574, 11:12:57, BUY, 300"
"Market order: O03575, 11:12:58, BUY, 900"
"Market order: O03576, 11:12:59, BUY, 100"
"Market order: O03577, 11:13:00, SELL, 600"
"Add limit order: O03578, 11:13:01, SELL, 200, $ 35.17"
"Add limit order: O03579, 11:13:02, BUY, 400, $ 27.98"
"Market order: O03580, 11:13:05, BUY, 100"
"Add limit order: O03581, 11:13:06, SELL, 200, $ 37.99"
"Add limit order: O03582, 11:13:08, BUY, 900, $ 30.18"
"Market order: O03583, 11:13:09, BUY, 800"
"Market order: O03584, 11:13:10, BUY, 300"
"Market order: O03585, 11:13:11, BUY, 100"
"Add limit order: O03586, 11:13:12, SELL, 100, $ 41.6"
"Add limit order: O03587, 11:13:13, BUY, 100, $ 30.29"
"Cancel: O02824, 10:51:16, SELL, 400, $ 44.85"
"Market order: O03588, 11:13:15, BUY, 500"
"Add limit order: O03589, 11:13:17, BUY, 200, $ 32.19"
"Market order: O03590, 11:13:18, BUY, 200"
"Market order: O03591, 11:13:21, BUY, 100"
"Market order: O03592, 11:13:22, BUY, 100"
"Market order: O03593, 11:13:23, SELL, 300"
"Market order: O03594, 11:13:24, SELL, 600"
"Add limit order: O03595, 11:13:25, SELL, 900, $ 39.27"
"Add limit order: O03596, 11:13:26, SELL, 300, $ 35.56"
"Cancel: O00248, 09:37:11, SELL, 500, $ 44.71"
"Market order: O03597, 11:13:29, SELL, 900"
"Add limit order: O03598, 11:13:31, SELL, 500, $ 37.21"
"Add limit order: O03599, 11:13:35, SELL, 600, $ 39.52"
"Add limit order: O03600, 11:13:36, BUY, 300, $ 31.38"
"Add limit order: O03601, 11:13:37, BUY, 900, $ 31.43"
"Market order: O03602, 11:13:38, BUY, 600"
"Market order: O03603, 11:13:39, SELL, 100"
"Market order: O03604, 11:13:41, BUY, 200"
"Add limit order: O03605, 11:13:44, BUY, 100, $ 25.49"
"Add limit order: O03606, 11:13:46, SELL, 700, $ 38.04"
"Add limit order: O03607, 11:13:51, BUY, 600, $ 34.07"
"Add limit order: O03608, 11:13:52, SELL, 300, $ 40.05"
"Add limit order: O03609, 11:13:53, BUY, 800, $ 30.99"
"Add limit order: O03610, 11:13:54, SELL, 200, $ 42.54"
"Add limit order: O03611, 11:13:59, BUY, 100, $ 25.92"
"Add limit order: O03612, 11:14:02, SELL, 100, $ 38.19"
